order_name,id_reversa,reverse_type,data_compra,data_entrega,data_reversa,dias_compra_ate_reversa,mes_compra,tipo,bucket
IN-3370906-ENTR-0126,64c23e39-c508-4718-832a-0167dc516926,Troca,2025-12-11,2025-12-23,2025-12-27,16,2025-12,Troca,16–30d
IN-3396708,4be1dc69-d0ea-4665-85f6-8913e5e19041,Troca,2025-12-14,2025-12-23,2025-12-30,16,2025-12,Troca,16–30d
IN-2812310,d55e5fd8-8136-4440-8aa3-2bc150345b99,Troca,2025-09-09,2025-09-15,2025-09-25,16,2025-09,Troca,16–30d
IN-3187378,d5aad322-ce0c-4d6d-ae62-7eb6fde77245,Troca,2025-11-22,2025-11-25,2025-12-08,16,2025-11,Troca,16–30d
IN-3039265,97a2cc7a-de54-4611-a83c-5112cb27e9b9,Troca,2025-10-30,2025-11-13,2025-11-15,16,2025-10,Troca,16–30d
IN-3764557,ea4bdc6f-f3ab-4b4f-a9fb-d225464731af,Troca,2026-03-15,2026-03-18,2026-03-31,16,2026-03,Troca,16–30d
IN-3139105,c853fec1-25df-495b-9358-6122f8f0e153,Troca,2025-11-14,2025-11-24,2025-11-30,16,2025-11,Troca,16–30d
IN-3220736,aad0707a-30af-4861-b9d6-fd848b46152e,Troca,2025-11-26,2025-12-04,2025-12-12,16,2025-11,Troca,16–30d
IN-3301078,634a26da-0dd6-4ee5-b616-a6624d794d8c,Troca,2025-11-30,2025-12-09,2025-12-16,16,2025-11,Troca,16–30d
IN-2670330,50869bf1-def5-4aa6-8f9e-b351a9d39eee,Troca,2025-08-06,2025-08-13,2025-08-22,16,2025-08,Troca,16–30d
IN-4035008,0c3e878e-ef9b-42e2-89f4-c42c2fc38742,Troca,2026-05-31,2026-06-13,2026-06-16,16,2026-05,Troca,16–30d
IN-3122013-SN,d44bdd98-db11-4142-a971-3d83f858d10d,Troca,2025-11-12,2025-11-18,2025-11-28,16,2025-11,Troca,16–30d
IN-3216649,9310aa59-9994-4a29-8b4e-e5536c1f2c6c,Troca,2025-11-26,2025-12-01,2025-12-12,16,2025-11,Troca,16–30d
IN-3621208,5cc836fd-5f9c-44f7-a5ea-faac932bfc2c,Devolução,2026-02-08,2026-02-12,2026-02-24,16,2026-02,Devolução,16–30d
IN-3251434,cf0b28ed-c28a-40c4-877f-ab9078a17771,Troca,2025-11-28,2025-12-05,2025-12-14,16,2025-11,Troca,16–30d
IN-3644938,7c5fba7a-4c02-490f-b6e4-a4d2d1dc3d2f,Troca,2026-02-15,2026-02-18,2026-03-03,16,2026-02,Troca,16–30d
IN-3336797,311c05df-f578-48a3-80fe-fd9b90b10e0a,Troca,2025-12-05,2025-12-19,2025-12-21,16,2025-12,Troca,16–30d
IN-2813556,1d8ae594-ca7a-4eaf-8b31-fad6d83eaefe,Troca,2025-09-09,2025-09-15,2025-09-25,16,2025-09,Troca,16–30d
IN-2965012,4a58edc5-64b0-442c-8cf4-3694764c1db0,Troca,2025-10-10,2025-10-16,2025-10-26,16,2025-10,Troca,16–30d
IN-3175685,6571cabd-b61a-45ff-a26c-1236dde15d14,Troca,2025-11-20,2025-11-23,2025-12-06,16,2025-11,Troca,16–30d
IN-3036864,00ea83cf-b3ac-4d6b-99d0-0cb7a57ae394,Troca,2025-10-29,2025-11-05,2025-11-14,16,2025-10,Troca,16–30d
IN-3303968-ENTR-0126,4bd82916-2b29-4398-8194-08e140018b30,Troca,2025-11-30,2025-12-15,2025-12-16,16,2025-11,Troca,16–30d
IN-3311779,4bd300ae-f0a0-4639-9874-6ebe7e654122,Troca,2025-12-01,2025-12-10,2025-12-17,16,2025-12,Troca,16–30d
IN-3613034,6c9b7108-de72-44cb-ada6-4ae0c76dc3fc,Troca,2026-02-05,2026-02-09,2026-02-21,16,2026-02,Troca,16–30d
IN-3342586,07823bfe-07c1-439f-9b90-a94eb0321179,Troca,2025-12-06,2025-12-12,2025-12-22,16,2025-12,Troca,16–30d
IN-3641972,a39a0ff2-bf1c-4823-883f-52aa9b685a43,Troca,2026-02-14,2026-02-20,2026-03-02,16,2026-02,Troca,16–30d
IN-3327492,00e8b0f2-535a-4d79-8d05-65256f6ceb3a,Troca,2025-12-04,2025-12-10,2025-12-20,16,2025-12,Troca,16–30d
IN-3724969,d3796229-a99f-4799-aeb0-9da3b3aa22c8,Troca,2026-03-07,2026-03-17,2026-03-23,16,2026-03,Troca,16–30d
IN-2976124,95f62e95-3477-4028-a2ea-14ba6359d986,Troca,2025-10-14,2025-10-20,2025-10-30,16,2025-10,Troca,16–30d
IN-4036092,332bee94-0b83-4c07-bb59-d12ee6db4ddb,Troca,2026-06-01,2026-06-10,2026-06-17,16,2026-06,Troca,16–30d
IN-3445975,ad641344-75cc-45c3-808b-947108218fbb,Troca,2025-12-24,2026-01-05,2026-01-09,16,2025-12,Troca,16–30d
IN-4040952,3aed1f1a-1b9f-429f-9130-f78dc10f76df,Devolução,2026-06-02,2026-06-17,2026-06-18,16,2026-06,Devolução,16–30d
IN-3965261,2eda5dd8-2d6b-454c-8610-8f280d191582,Troca,2026-05-07,2026-05-13,2026-05-23,16,2026-05,Troca,16–30d
IN-3089501,c39811df-2746-4497-bace-2b1cd582225e,Troca,2025-11-08,2025-11-14,2025-11-24,16,2025-11,Troca,16–30d
IN-3467095,943467cf-030a-462a-beca-7dbce70e3108,Troca,2025-12-30,2026-01-05,2026-01-15,16,2025-12,Troca,16–30d
IN-3622258,18624f52-d6ca-4095-9f7b-7141fb1d6576,Troca,2026-02-08,2026-02-19,2026-02-24,16,2026-02,Troca,16–30d
IN-4078942,8a0d4d47-c72e-4cfa-a340-2dd76f489b69,Troca,2026-06-15,2026-06-16,2026-07-01,16,2026-06,Troca,16–30d
IN-3420711,b7419bea-b31b-43b3-a337-49dee03cfd6b,Troca,2025-12-18,2025-12-24,2026-01-03,16,2025-12,Troca,16–30d
IN-3936092,7a8aff29-e3db-4aec-9bd9-cd2acc358de6,Troca,2026-04-27,2026-05-04,2026-05-13,16,2026-04,Troca,16–30d
IN-3101537-ENTR-1225,b531c06e-fffb-44ad-bd04-bbacc3943f12,Troca,2025-11-09,2025-11-25,2025-11-25,16,2025-11,Troca,16–30d
IN-3179571,d5743afa-e96f-464d-be29-b09acf47d7f2,Troca,2025-11-21,2025-11-24,2025-12-07,16,2025-11,Troca,16–30d
IN-3666311,01aa9d2c-ff55-4fc6-a603-797516b4f787,Troca,2026-02-21,2026-03-02,2026-03-09,16,2026-02,Troca,16–30d
IN-3995660,677c7218-f24e-4d8a-9989-e548a1e8c83b,Troca,2026-05-18,2026-05-19,2026-06-03,16,2026-05,Troca,16–30d
IN-3193282-ENTR-0126,49d8c77b-5975-44c8-8173-06feddf70eb3,Troca,2025-11-23,2025-11-28,2025-12-09,16,2025-11,Troca,16–30d
IN-3624917,2eee0426-b456-4c08-a85c-1a1367650996,Troca,2026-02-09,2026-02-13,2026-02-25,16,2026-02,Troca,16–30d
IN-3293107,bd77a5a2-3626-4965-a6f7-e12bfb5d2b0a,Troca,2025-11-30,2025-12-11,2025-12-16,16,2025-11,Troca,16–30d
IN-3385489-SN,f5b3f1b4-8a49-4720-a45e-598767b210af,Troca,2025-12-13,2025-12-22,2025-12-29,16,2025-12,Troca,16–30d
IN-2719286-ENTR-0925,42ec2df6-2ba6-46a0-b70c-a738e1cc58f0,Troca,2025-08-16,2025-09-01,2025-09-01,16,2025-08,Troca,16–30d
IN-3525763,487d9691-2068-41b5-b0f3-2930932d117f,Devolução,2026-01-12,2026-01-26,2026-01-28,16,2026-01,Devolução,16–30d
IN-3913905,31004b0d-dbd6-444a-b742-8aef22a8537f,Troca,2026-04-19,2026-05-05,2026-05-05,16,2026-04,Troca,16–30d
IN-3236001,e499a729-8009-4410-8eda-471543546526,Troca,2025-11-28,2025-12-11,2025-12-14,16,2025-11,Troca,16–30d
IN-3049420,1d721187-910f-4ac4-90d5-593731a16a4d,Troca,2025-11-01,2025-11-10,2025-11-17,16,2025-11,Troca,16–30d
IN-4121745,66e64dea-0708-4392-9430-3ea108aa62a1,Troca,2026-07-03,2026-07-07,2026-07-19,16,2026-07,Troca,16–30d
IN-3284376-ENTR-0126,e25e1372-dc92-4645-8d84-945960096d2d,Troca,2025-11-29,2025-12-13,2025-12-15,16,2025-11,Troca,16–30d
IN-3150089,36fb05da-6cc3-496e-af9e-b1f8ed3728b5,Troca,2025-11-16,2025-11-27,2025-12-02,16,2025-11,Troca,16–30d
IN-3255039,624dca62-190b-4ca3-84d1-5601331a7c42,Troca,2025-11-28,2025-12-11,2025-12-14,16,2025-11,Troca,16–30d
IN-3384447,d96fd597-87df-4675-bc0b-1ddd6eab59a7,Troca,2025-12-13,2025-12-24,2025-12-29,16,2025-12,Troca,16–30d
IN-3096704,3821a6f8-afc1-4e9b-94d8-49330a29dbc5,Troca,2025-11-09,2025-11-25,2025-11-25,16,2025-11,Troca,16–30d
IN-3934787,6ee1d2f2-15a4-42e0-b24d-1107167cb94c,Troca,2026-04-26,2026-05-07,2026-05-12,16,2026-04,Troca,16–30d
IN-3687019,434acf6b-06c3-413d-b5a6-70025bbcb045,Troca,2026-02-27,2026-03-06,2026-03-15,16,2026-02,Troca,16–30d
IN-4096107,2b8dd2db-ad68-4d3b-804b-3ec99b2902ba,Troca,2026-06-22,2026-06-30,2026-07-08,16,2026-06,Troca,16–30d
IN-3259204-ENTR-0126,25fbf318-cce7-4468-a549-3e4090b8d691,Troca,2025-11-28,2025-12-12,2025-12-14,16,2025-11,Troca,16–30d
IN-4006993,b000d38c-696d-4f50-a7e6-57bf78c39790,Devolução,2026-05-22,2026-05-28,2026-06-07,16,2026-05,Devolução,16–30d
IN-4121727,3bdface9-f39a-4f89-9f4a-38b208ac1292,Troca,2026-07-03,2026-07-08,2026-07-19,16,2026-07,Troca,16–30d
IN-2686169,e79af2d9-75d1-4860-baf4-23160b51b482,Troca,2025-08-09,2025-08-15,2025-08-25,16,2025-08,Troca,16–30d
IN-3102222,b925c530-4c50-47fa-ab0e-843a44a8088a,Devolução,2025-11-09,2025-11-22,2025-11-25,16,2025-11,Devolução,16–30d
IN-2979990,2f5a5723-d813-4ed3-b426-e6604727c058,Devolução,2025-10-15,2025-10-24,2025-10-31,16,2025-10,Devolução,16–30d
IN-3674977-SN,5c7b6452-434c-4857-92f6-ee85eb9898e8,Troca e devolução,2026-02-24,2026-03-02,2026-03-12,16,2026-02,Mista,16–30d
IN-2767309,2e0a9f72-d16b-442a-bdb2-6b3b24b636a0,Troca,2025-08-29,2025-09-03,2025-09-14,16,2025-08,Troca,16–30d
IN-3615760,7f6bc8c0-7667-4374-b1ae-a459d42745b2,Troca,2026-02-06,2026-02-12,2026-02-22,16,2026-02,Troca,16–30d
IN-3775252,286070f4-dcfd-4f8c-9998-3fee96b798ce,Troca,2026-03-16,2026-03-18,2026-04-01,16,2026-03,Troca,16–30d
IN-4010216,80106865-cc2a-4d57-826c-66bd3888eda8,Troca,2026-05-23,2026-06-08,2026-06-08,16,2026-05,Troca,16–30d
IN-2971313,d17cb240-cff9-4fc9-93a4-3be60bdbc528,Troca,2025-10-12,2025-10-27,2025-10-28,16,2025-10,Troca,16–30d
IN-3842423,c3172954-f889-43b8-9337-efbd85279e8a,Troca,2026-03-30,2026-04-13,2026-04-15,16,2026-03,Troca,16–30d
IN-4029656,b085a7dc-a974-4695-94b2-59e75435745d,Troca,2026-05-30,2026-06-14,2026-06-15,16,2026-05,Troca,16–30d
IN-3312022-SN,728fff7c-da7f-45a9-bd0e-39d2499876e9,Troca,2025-12-01,2025-12-08,2025-12-17,16,2025-12,Troca,16–30d
IN-3275259-SN,903a3462-19d5-4622-8fc9-50325c9f6a2c,Troca,2025-11-29,2025-12-07,2025-12-15,16,2025-11,Troca,16–30d
IN-3530997,91ecd134-0862-40da-86bb-cb57bb03244b,Troca,2026-01-13,2026-01-20,2026-01-29,16,2026-01,Troca,16–30d
IN-3263884,2085c476-66de-44c1-89a3-40b25956f319,Troca,2025-11-28,2025-12-13,2025-12-14,16,2025-11,Troca,16–30d
IN-3913890,e628fa78-6e0b-4a99-b39a-7201b7360524,Troca,2026-04-19,2026-04-28,2026-05-05,16,2026-04,Troca,16–30d
IN-3456333,2f7d7cd0-d36f-4344-812f-2e4e814f90f7,Troca,2025-12-27,2026-01-09,2026-01-12,16,2025-12,Troca,16–30d
IN-2827234,7579f1b3-2c1e-4b76-8e2f-a38070d87eed,Troca,2025-09-12,2025-09-22,2025-09-28,16,2025-09,Troca,16–30d
IN-3606704,eba2325b-f12a-456d-a8f3-d0ccd795c655,Troca,2026-02-04,2026-02-20,2026-02-20,16,2026-02,Troca,16–30d
IN-4069149,450ad75d-8cc9-4674-a941-7e76588f4e61,Troca,2026-06-11,2026-06-13,2026-06-27,16,2026-06,Troca,16–30d
IN-2760350,ab96ad44-32a2-43a1-9ae8-5a1aa56288ed,Troca,2025-08-27,2025-09-04,2025-09-12,16,2025-08,Troca,16–30d
IN-3966608,8a53f0bf-4179-4038-9bc5-671e66dad130,Troca,2026-05-07,2026-05-20,2026-05-23,16,2026-05,Troca,16–30d
IN-3167186,6883abe6-3328-41ae-95d3-c132651ae87d,Troca,2025-11-19,2025-12-02,2025-12-05,16,2025-11,Troca,16–30d
IN-3429589-SN,f252f76b-1eca-495b-91a7-a56c44f95aef,Troca,2025-12-20,2025-12-29,2026-01-05,16,2025-12,Troca,16–30d
IN-3452481,16ab0811-ff3d-4096-9e80-4abd8f714aa2,Troca,2025-12-26,2025-12-31,2026-01-11,16,2025-12,Troca,16–30d
IN-2910487,ad7c5738-5f6b-47b6-9c18-aad402f33ef9,Troca,2025-10-04,2025-10-08,2025-10-20,16,2025-10,Troca,16–30d
IN-3131808,ca2db4ab-cd89-49bf-8f49-7cc3dea9dcc7,Troca,2025-11-13,2025-11-21,2025-11-29,16,2025-11,Troca,16–30d
IN-3273464,edefad1d-1eb7-4f76-b420-caf5e138bdd1,Troca,2025-11-29,2025-12-03,2025-12-15,16,2025-11,Troca,16–30d
IN-2663611-ENTR-0925,b9d1a6c3-6099-4107-be48-a91f4e334923,Troca,2025-08-05,2025-08-18,2025-08-21,16,2025-08,Troca,16–30d
IN-2847086,317e5930-db7c-4d34-8b0d-cca8c55a8bf9,Devolução,2025-09-16,,2025-10-02,16,2025-09,Devolução,16–30d
IN-3699480,68a7468b-0b7b-490f-864b-ed4958fe764a,Troca,2026-03-02,2026-03-05,2026-03-18,16,2026-03,Troca,16–30d
IN-3707658,284a657c-3ee3-47e1-87cd-364e6a322378,Troca,2026-03-03,2026-03-18,2026-03-19,16,2026-03,Troca,16–30d
IN-3743796,0c52492a-503d-4eb1-90eb-85fff42e5708,Troca,2026-03-11,2026-03-13,2026-03-27,16,2026-03,Troca,16–30d
IN-2828972,f3cc9a27-6e2c-4df7-aff0-803b2d8d57e8,Troca,2025-09-13,2025-09-18,2025-09-29,16,2025-09,Troca,16–30d
IN-2998447,61d95b0d-6cdb-4f97-8ca5-f3b169ee40f1,Troca,2025-10-20,2025-10-31,2025-11-05,16,2025-10,Troca,16–30d
IN-3488231,318e8346-b7b5-4321-8ca9-6a5657182f97,Troca,2026-01-05,2026-01-08,2026-01-21,16,2026-01,Troca,16–30d
IN-3567848,4901e02e-1a21-4ee6-b1fe-12544a4d343c,Troca,2026-01-24,2026-01-29,2026-02-09,16,2026-01,Troca,16–30d
IN-2757779,24301a32-531b-42fe-9f62-04efd6b0b9bb,Devolução,2025-08-26,2025-09-02,2025-09-11,16,2025-08,Devolução,16–30d
IN-2834385,7506a31b-6875-409c-8da3-2b59cf0ccfd4,Troca,2025-09-14,2025-09-15,2025-09-30,16,2025-09,Troca,16–30d
IN-3028628,ef11ff47-1e05-4a3f-ae39-d184a4cd7011,Troca,2025-10-27,2025-11-04,2025-11-12,16,2025-10,Troca,16–30d
IN-2691651,31b8944d-b9ad-4a32-973f-d38eb1c2145b,Troca,2025-08-10,2025-08-22,2025-08-26,16,2025-08,Troca,16–30d
IN-2669431,a6b9faae-bca4-4a99-825e-40758f6364ff,Troca,2025-08-06,2025-08-25,2025-08-22,16,2025-08,Troca,16–30d
IN-3200669,431182e0-9272-4ada-9705-f569bdd1983b,Troca,2025-11-24,2025-11-27,2025-12-10,16,2025-11,Troca,16–30d
IN-3799054,afa36900-9588-45e1-88cb-227de1335567,Troca,2026-03-21,2026-03-26,2026-04-06,16,2026-03,Troca,16–30d
IN-3044650,b1b25eee-df10-409c-a16d-8a715c6e5c47,Troca,2025-10-31,2025-11-11,2025-11-16,16,2025-10,Troca,16–30d
IN-3070424-ENTR-1225,9d047f2d-896e-4460-bcb7-c7a8f86509a2,Troca,2025-11-05,2025-11-22,2025-11-21,16,2025-11,Troca,16–30d
IN-3758726,af0805be-04d7-414e-980b-1c662c5a908e,Troca,2026-03-14,2026-03-19,2026-03-30,16,2026-03,Troca,16–30d
IN-2710814-ENTR-1025,12cd751c-7427-4d6f-ad7a-54e0bf3c3b55,Troca,2025-08-14,2025-08-26,2025-08-30,16,2025-08,Troca,16–30d
IN-3400886,8b94615f-32dc-43b5-b9c9-a80d841e4bff,Troca,2025-12-15,2025-12-23,2025-12-31,16,2025-12,Troca,16–30d
IN-3482564,6f981326-787e-46bf-aab7-b5cf84a1c672,Troca,2026-01-04,2026-01-09,2026-01-20,16,2026-01,Troca,16–30d
IN-4130896,c4d950a5-372b-4378-b94f-cf003b8cac9d,Troca,2026-07-06,2026-07-14,2026-07-22,16,2026-07,Troca,16–30d
IN-3081711,210b4b57-acea-4b15-8038-3176322cb753,Troca,2025-11-07,2025-11-20,2025-11-23,16,2025-11,Troca,16–30d
IN-3185813,9ff7c116-9ce8-4ebb-8aba-52e11e34ab79,Troca,2025-11-22,2025-12-01,2025-12-08,16,2025-11,Troca,16–30d
IN-3523881,0095db35-a8b1-4889-ba52-3b0e6c650e05,Troca,2026-01-11,2026-01-21,2026-01-27,16,2026-01,Troca,16–30d
IN-3133520,9f7f0360-527a-4c6c-b5e2-97295119bd1f,Troca,2025-11-14,2025-11-21,2025-11-30,16,2025-11,Troca,16–30d
IN-3267888-SN,2e51eb18-69e4-44ed-9fd1-8ab7f8d55144,Troca,2025-11-28,2025-12-12,2025-12-14,16,2025-11,Troca,16–30d
IN-3479568,0c242f8d-2a13-475f-9fad-9de41e191d83,Troca,2026-01-03,2026-01-12,2026-01-19,16,2026-01,Troca,16–30d
IN-4001563,ea5b27ad-d55a-4b0a-8e41-66bf40652946,Troca,2026-05-20,2026-05-27,2026-06-05,16,2026-05,Troca,16–30d
IN-3487059,b2bb2d19-4295-472d-bf83-28ffc892df6d,Troca,2026-01-05,2026-01-08,2026-01-21,16,2026-01,Troca,16–30d
IN-3769057,ba517d98-e274-44f1-9fd4-3a687ae12c39,Devolução,2026-03-15,2026-03-19,2026-03-31,16,2026-03,Devolução,16–30d
IN-3718221,c6aca585-e8c4-4936-afbf-bdcdf238789e,Troca,2026-03-06,2026-03-11,2026-03-22,16,2026-03,Troca,16–30d
IN-3542143,8abcb149-7663-4cfb-9ba6-da5176a34b1a,Devolução,2026-01-16,2026-01-21,2026-02-01,16,2026-01,Devolução,16–30d
IN-3415796,6c157921-7601-4c00-b27d-f4fcb12fe42d,Troca,2025-12-17,2025-12-31,2026-01-02,16,2025-12,Troca,16–30d
IN-3990621,f16c2c48-46ea-4a89-ae0d-5cccd9c93649,Troca,2026-05-16,2026-05-23,2026-06-01,16,2026-05,Troca,16–30d
IN-4107386,b8aa4d50-b36e-47e8-8d98-7bd2e63f759b,Troca,2026-06-28,2026-07-02,2026-07-14,16,2026-06,Troca,16–30d
IN-3213455,8adf5261-0850-4250-87ef-a2c085fe8594,Troca,2025-11-26,2025-12-02,2025-12-12,16,2025-11,Troca,16–30d
IN-3780962,3ad14101-36e4-4f02-b474-d57ffd6c017b,Troca,2026-03-17,2026-03-23,2026-04-02,16,2026-03,Troca,16–30d
IN-3470032,ffac75e3-bb49-4ecc-87d3-92d59324f244,Troca,2025-12-31,2026-01-05,2026-01-16,16,2025-12,Troca,16–30d
IN-3088599-ENTR-1225,10c00d9f-e74a-4ccd-b21b-2a464726e514,Troca,2025-11-08,2025-11-22,2025-11-24,16,2025-11,Troca,16–30d
IN-2673304-SN,7eca7d19-e4de-4161-80d5-861c352c1e99,Troca,2025-08-06,2025-08-08,2025-08-22,16,2025-08,Troca,16–30d
IN-3151260,1154b0e7-5cbd-49b2-bd8b-69402a30b198,Troca,2025-11-16,2025-11-21,2025-12-02,16,2025-11,Troca,16–30d
IN-3924367,0eabd5af-183a-4d40-93ac-aa6f7a3cdf61,Troca,2026-04-22,2026-04-28,2026-05-08,16,2026-04,Troca,16–30d
IN-3099700,8c0ee724-4944-4b27-b881-f3f5681230f9,Troca,2025-11-09,2025-11-14,2025-11-25,16,2025-11,Troca,16–30d
IN-3155426-SN,2effd0a6-af21-490f-83ee-69561bf9729e,Troca,2025-11-17,2025-11-26,2025-12-03,16,2025-11,Troca,16–30d
IN-3180440,24c25d65-0dcb-417a-993f-a2394a8af210,Troca,2025-11-21,2025-12-06,2025-12-07,16,2025-11,Troca,16–30d
IN-3159814,b0c401dc-258e-4c6d-a367-ddb9a10cc00e,Devolução,2025-11-18,2025-12-03,2025-12-04,16,2025-11,Devolução,16–30d
IN-3268487,08e6f000-d7b5-4377-aad2-a3e14decc0c1,Troca,2025-11-28,2025-12-04,2025-12-14,16,2025-11,Troca,16–30d
IN-3437634,89942a30-b348-44e9-b76e-ea930220f5e5,Sem Reembolso,2025-12-22,2026-01-07,2026-01-07,16,2025-12,Sem reembolso,16–30d
IN-3650466,7c55080f-86ae-4e17-974f-4d4348ab0238,Troca,2026-02-17,2026-02-23,2026-03-05,16,2026-02,Troca,16–30d
IN-3391915,e6515e6a-1461-4985-8a1e-ec06d905c1d9,Troca,2025-12-14,2025-12-20,2025-12-30,16,2025-12,Troca,16–30d
IN-3840997,47188cc5-39f5-4a1b-8e79-04ff9bd243fb,Troca,2026-03-30,2026-04-14,2026-04-15,16,2026-03,Troca,16–30d
IN-4143390,2e90b8bf-c487-498a-9234-163b10bd85e2,Devolução,2026-07-10,2026-07-21,2026-07-26,16,2026-07,Devolução,16–30d
IN-3707326,27659948-8e40-448e-8fe6-cca274fc8989,Troca,2026-03-03,2026-03-09,2026-03-19,16,2026-03,Troca,16–30d
IN-2838559,9246df57-c503-479b-966c-ba7b4de128ad,Devolução,2025-09-15,2025-09-24,2025-10-01,16,2025-09,Devolução,16–30d
IN-3317402,e49b51de-95a2-46f5-a2a2-d4ad2881f9f2,Troca,2025-12-02,2025-12-17,2025-12-18,16,2025-12,Troca,16–30d
IN-3607506,91946a21-0a1f-4f2c-866f-83044024c9ea,Troca,2026-02-04,2026-02-20,2026-02-20,16,2026-02,Troca,16–30d
IN-3883158,399717b5-f857-430f-a322-48d1bc884c24,Troca,2026-04-09,2026-04-20,2026-04-25,16,2026-04,Troca,16–30d
IN-3408082,57a702a6-7273-4790-ba7f-ff036731401d,Troca,2025-12-16,2025-12-22,2026-01-01,16,2025-12,Troca,16–30d
IN-3815243,e984f0ea-b4c3-4a00-958a-75166958bc35,Troca,2026-03-24,2026-04-06,2026-04-09,16,2026-03,Troca,16–30d
IN-3360763,82eb34cb-296c-4e2b-822f-7f8c19cf3e56,Troca,2025-12-09,2025-12-13,2025-12-25,16,2025-12,Troca,16–30d
IN-3640756,fefbb221-1460-4fc2-b83f-5e9fffae1072,Troca,2026-02-13,2026-02-28,2026-03-01,16,2026-02,Troca,16–30d
IN-3775504-SN,e57004c8-dc2b-4bc1-a820-770361dae8c0,Troca,2026-03-16,2026-04-01,2026-04-01,16,2026-03,Troca,16–30d
IN-2834463,841c763a-cdc5-426f-838b-2700586b0735,Troca,2025-09-14,2025-09-17,2025-09-30,16,2025-09,Troca,16–30d
IN-2874818,7c6fb34d-81cb-4121-90d1-6064af9f07d8,Devolução,2025-09-23,2025-10-08,2025-10-09,16,2025-09,Devolução,16–30d
IN-3277840,e6b412b1-5963-40fa-808b-8c47c1148271,Troca,2025-11-29,2025-12-06,2025-12-15,16,2025-11,Troca,16–30d
IN-3104196,cb8802a0-d41d-4b26-9195-d5895b3bf5d8,Troca,2025-11-10,2025-11-24,2025-11-26,16,2025-11,Troca,16–30d
IN-3280961,b43a13d5-8cca-42b3-b778-803e09f562e1,Troca,2025-11-29,2025-12-11,2025-12-15,16,2025-11,Troca,16–30d
IN-3798510,f1db22ee-b94d-4453-b0b7-f05053045d33,Troca,2026-03-21,2026-03-30,2026-04-06,16,2026-03,Troca,16–30d
IN-2719042-ENTR-1025,57beb2df-9404-4de0-8821-30109b9b9e44,Troca,2025-08-16,2025-08-27,2025-09-01,16,2025-08,Troca,16–30d
IN-2784946,5ab80432-7d69-4b52-9392-54422372488d,Devolução,2025-09-02,2025-09-05,2025-09-18,16,2025-09,Devolução,16–30d
IN-2983222,27c96511-8b0e-454a-8ceb-0a018e3bf0bf,Devolução,2025-10-15,2025-10-28,2025-10-31,16,2025-10,Devolução,16–30d
IN-3765720,43aded39-9e72-4717-8371-afb5c7d9cc5b,Devolução,2026-03-15,2026-03-23,2026-03-31,16,2026-03,Devolução,16–30d
IN-3468676,de40d8f0-bd81-4f75-a922-17c896d01f13,Troca,2025-12-30,2026-01-06,2026-01-15,16,2025-12,Troca,16–30d
IN-3921690,694e409c-3b62-4895-9e7c-20eda2c0b25c,Troca,2026-04-21,2026-05-03,2026-05-07,16,2026-04,Troca,16–30d
IN-3782552,08881cff-587d-493c-ad14-046adb6ce644,Troca,2026-03-18,2026-03-26,2026-04-03,16,2026-03,Troca,16–30d
IN-3713195,13230eaa-d6a0-4f34-85fe-1bbef43b9071,Troca,2026-03-05,2026-03-13,2026-03-21,16,2026-03,Troca,16–30d
IN-3854526,c6a6a538-3c41-4ade-94b8-072cba6ff4ac,Troca,2026-04-02,2026-04-07,2026-04-18,16,2026-04,Troca,16–30d
IN-3233670,30b9bf48-6c87-4692-9238-ff7fc3e25f0e,Troca,2025-11-27,2025-12-13,2025-12-13,16,2025-11,Troca,16–30d
IN-3438641,394aa1cf-a757-4f35-929a-b38f729245f3,Troca,2025-12-22,2025-12-23,2026-01-07,16,2025-12,Troca,16–30d
IN-2663708-SN,0e788354-2d7d-47f9-a956-5187c6362915,Troca,2025-08-05,2025-08-08,2025-08-21,16,2025-08,Troca,16–30d
IN-3925562,80332def-8423-4a39-8415-953954dddd76,Troca,2026-04-22,2026-04-24,2026-05-08,16,2026-04,Troca,16–30d
IN-3925686,ae6b0eb6-21c8-4d72-9d7c-e12e86da38d9,Troca,2026-04-22,2026-04-27,2026-05-08,16,2026-04,Troca,16–30d
IN-3256852,57fad075-4850-4cce-9b30-fed043c59ea5,Troca,2025-11-28,2025-12-06,2025-12-14,16,2025-11,Troca,16–30d
IN-4052675,ef7e64fe-348f-4833-945c-b8800fa84594,Troca,2026-06-06,2026-06-16,2026-06-22,16,2026-06,Troca,16–30d
IN-2760347,510598ba-5b9c-47e9-91af-0119ecf6a1c3,Troca,2025-08-27,2025-09-03,2025-09-12,16,2025-08,Troca,16–30d
IN-3711975,baab5f72-10a3-4416-93a2-221c9d4cb808,Troca,2026-03-04,2026-03-10,2026-03-20,16,2026-03,Troca,16–30d
IN-2832996-SN,cda7b821-3d89-45b1-bcf2-133d9967992f,Devolução,2025-09-14,2025-09-29,2025-09-30,16,2025-09,Devolução,16–30d
IN-3161667,1fec4890-9500-407a-9fa5-8cebe5d69c02,Troca,2025-11-18,2025-12-03,2025-12-04,16,2025-11,Troca,16–30d
IN-3495369,b6c5768a-7efb-4b11-a719-e55d0ad28845,Troca,2026-01-07,2026-01-15,2026-01-23,16,2026-01,Troca,16–30d
